Pada, Artha1, Parva, Sandhi_no, Padya1
ಕೆತ್ತುಕೊಂಡು.... ಬೇಕು,"ಇದೊಂದು ಗಾದೆ ""ನಡುಗುತ್ತ ಆ ನಡುಗಿದ ನಾಚಿಕೆಗೆ ಚುಚ್ಚಿಕೊಳ್ಳಬೇಕು"" ಎಂಬ ಗಾದೆ ಮಾತು", ವಿರಾಟ ಪರ್ವ,6,25
ಕೆತ್ತುದು, ನಡುಗಿತು (ಕೆತ್ತು, ವಿರಾಟ ಪರ್ವ,4,32
ಕೆತ್ತುದು, ಮುಚ್ಚಿ ಹೋಯಿತು, ಗದಾ ಪರ್ವ,2,17
ಕೆತ್ತುವನು, ನಾಟುತ್ತಿದ್ದನು, ಭೀಷ್ಮ ಪರ್ವ,8,43
ಕೆದರಿದನು, ಸುರಿಸಿದನು., ದ್ರೋಣ ಪರ್ವ,2,40
ಕೆದರು, ಬೇರೆಬೇರೆಯಾಗು, ಶಲ್ಯ ಪರ್ವ,3,77
ಕೆದರು, ಪ್ರಯೋಗಿಸು, ಶಲ್ಯ ಪರ್ವ,3,32
ಕೆದರು, ಯುದ್ಧ ಪ್ರಾರಂಭಿಸು, ಶಲ್ಯ ಪರ್ವ,3,2
ಕೆದರು, ಹರಡು, ಗದಾ ಪರ್ವ,10,4
ಕೆನ್ನೆಗೆದೆ, ಎಂದರೆ ಮುಖ ತಗ್ಗಿಸಿ ಎದೆ ಕೆನ್ನೆಗೆ ತಾಗುವಂತೆ ಮಲಗಿದ್ದರು ಎಂದು ಅರ್ಥ, ವಿರಾಟ ಪರ್ವ,8,86
ಕೆಮ್ಮೀಸೆ, ಕೆಂಪು ಬಣ್ಣದ ಮೀಸೆ, ಆದಿ ಪರ್ವ,9,12
ಕೆರಹು, ಎಕ್ಕಡ, ಸಭಾ ಪರ್ವ,10,52
ಕೆರಳಿಚಿ, ಇಸುಗೆ ಬದಲಾಗಿ `ಇಚು' ಪ್ರತ್ಯಯ ಕೆರಳಿಸಿ, ವಿರಾಟ ಪರ್ವ,3,71
ಕೆರಳಿಚಿದೊಡೆ, ಕೆರಳಿಸಲಾಗಿ, ಸಭಾ ಪರ್ವ,5,34
ಕೆರಳಿಚಿಯು, ಕೆರಳಿಸಿಯೂ, ಭೀಷ್ಮ ಪರ್ವ,6,47
ಕೆರಳು, ಕೋಪಿಸು., ದ್ರೋಣ ಪರ್ವ,10,14
ಕೆಲಕಡೆ, ಒಂದು ಪಕ್ಕ, ವಿರಾಟ ಪರ್ವ,1,12
ಕೆಲಕೆ, ಪಕ್ಕಕ್ಕೆ, ಗದಾ ಪರ್ವ,8,56
ಕೆಲದ, ಪಕ್ಕದ, ಗದಾ ಪರ್ವ,11,27
ಕೆಲನ, ಸಮೀಪದವರನ್ನು, ಆದಿ ಪರ್ವ,6,16
ಕೆಲಬರು, ಕೆಲವರು, ಗದಾ ಪರ್ವ,11,43
ಕೆಲಬಲ, ಅಕ್ಕಪಕ್ಕದವರು, ವಿರಾಟ ಪರ್ವ,1,3
ಕೆಲಬಲದ, ಅಕ್ಕಪಕ್ಕದ, ಭೀಷ್ಮ ಪರ್ವ,9,42
ಕೆಲಸಿಡಿದು, ಪಕ್ಕಕ್ಕೆ ಸರಿದು, ಭೀಷ್ಮ ಪರ್ವ,6,21
ಕೆಲ್ಲಯಿಸಿ, ಚೆದರಿಸಿ, ಭೀಷ್ಮ ಪರ್ವ,3, 
ಕೆಲ್ಲೆ, ಅಕ್ಕಪಕ್ಕ, ಶಲ್ಯ ಪರ್ವ,3,29
ಕೆಲ್ಲೈಸಿ, ಆವೇಶಗೊಂಡು, ಭೀಷ್ಮ ಪರ್ವ,6,31
ಕೇಂದ್ರದೊಳಿರಲು, ಚಂದ್ರ ಕೇಂದ್ರಸ್ಥಾನದಲ್ಲಿರಲು, ಸಭಾ ಪರ್ವ,3,14
ಕೇಡಾಡಿ, ಕೇಡುಗ, ವಿರಾಟ ಪರ್ವ,6,13
ಕೇಡಾಳಿ, ಕೇಡುಗ, ವಿರಾಟ ಪರ್ವ,3,82
ಕೇಡಿಗ, ಕೇಡುಮಾಡುವವನು, ಆದಿ ಪರ್ವ,8,68
ಕೇಡುಗಂಡವು, ಕೇಡನ್ನು ಕಂಡವು , ಗದಾ ಪರ್ವ,1,59, , , C9BED5BACBB6A2D5B6E8BA, , , , , , , , , , 
ಕೇಣ, ಭಯ, ಶಲ್ಯ ಪರ್ವ,2,14
ಕೇಣ, ಕೋಪ , ಗದಾ ಪರ್ವ,2,5, , , C9BED7B6, , , , , , , , , , 
ಕೇಣ, ಕೊರತೆ, ಕರ್ಣ ಪರ್ವ,20,40
ಕೇಣವಿಲ್ಲದೆ, ದಯಾದಾಕ್ಷಿಣ್ಯವಿಲ್ಲದೆ, ಭೀಷ್ಮ ಪರ್ವ,9,12
ಕೇಣಸರ, ಹೊಟ್ಟೆಕಿಚ್ಚು, ಗದಾ ಪರ್ವ,11,17
ಕೇಣಿ, ಒಪ್ಪಂದ, ಭೀಷ್ಮ ಪರ್ವ,8,15
ಕೇಣಿ, ಗುತ್ತಿಗೆ, ಸಭಾ ಪರ್ವ,15,37
ಕೇಣಿ, ಗುತ್ತಿಗೆ À, ದ್ರೋಣ ಪರ್ವ,5,57
ಕೇಣಿ, ತಾಳು, ದ್ರೋಣ ಪರ್ವ,8,14
ಕೇಣಿಕಾರ, ನಾಶಕಾರ, ಭೀಷ್ಮ ಪರ್ವ,2,16
ಕೇಣಿಕಾರ, ಗುತ್ತಿಗೆದಾರ, ಕರ್ಣ ಪರ್ವ,2,8
ಕೇಣಿಗೊಂಡನು, ವಶಪಡಿಸಿಕೊಂಡನು, ಭೀಷ್ಮ ಪರ್ವ,8,38
ಕೇಣಿಗೊಂಡುದು, ಗುತ್ತಿಗೆಯನ್ನು ತೆಗೆದುಕೊಂಡಿತು., ದ್ರೋಣ ಪರ್ವ,3,14
ಕೇತಕಿ, ಕೇದಗೆ, ಸಭಾ ಪರ್ವ,16,64
ಕೇಯೂರ, ತೋಳಿನ ಆಭರಣ, ಸಭಾ ಪರ್ವ,14,101
ಕೇವಣ, ಪೋಣಿಸು, ವಿರಾಟ ಪರ್ವ,6,55
ಕೇವಣ, ಕೂಡಿಸಿದ, ಅರಣ್ಯ ಪರ್ವ,6,69
ಕೇವಣದ, ಖಚಿತಗೊಳಿಸಿದ, ಸಭಾ ಪರ್ವ,14,68
ಕೇವಣಿ, ಸಾಲುಜೋಡಣೆ, ಸಭಾ ಪರ್ವ,12,16
ಕೇವಣಿಪುದು, ಕೀಲಿಸುವುದು, ಆದಿ ಪರ್ವ,15,1
ಕೇವಣಿಸಿ, ಸೂಸಿ, ದ್ರೋಣ ಪರ್ವ,6,33
ಕೇವಣಿಸು, ಲೇಪಿಸು, ಶಲ್ಯ ಪರ್ವ,3,48, , , C9BEE8B6D7B8EBBA, , , , , , , , , , 
ಕೇವಣಿಸು, ಪೋಣಿಸು, ವಿರಾಟ ಪರ್ವ,4,16
ಕೇಶಪಾಶ, ತಲೆಗೂದಲು (ಜಡೆಗೊಂಡ ಕೂದಲು) ನಿಟ್ಟಾಸುರ, ಗದಾ ಪರ್ವ,12,5
ಕೇಶಾಕೇಶಿ, ಪರಸ್ಪರ ಕೂದಲು ಎಳೆದು ಯುದ್ಧ ಮಾಡುವುದು, ಉದ್ಯೋಗ ಪರ್ವ,3,105
ಕೇಸರ, ಕುದುರೆಗಳ ಕತ್ತಿನ ಜೂಲು ಕೂದಲು, ದ್ರೋಣ ಪರ್ವ,10,34
ಕೇಸರಾಕೃತಿ, ಪುಂಕೇಸರಗಳ ಆಕೃತಿ, ದ್ರೋಣ ಪರ್ವ,5,15
ಕೇಸುರಿ, ಅಗ್ನಿಜ್ವಾಲೆ, ಗದಾ ಪರ್ವ,7,48
ಕೇಸುರಿ, ಕೆಂಪು ಅಗ್ನಿಜ್ವಾಲೆ, ಗದಾ ಪರ್ವ,8,49
ಕೇಸುರಿ, ಕೆಂಪು ಜ್ವಾಲೆ, ವಿರಾಟ ಪರ್ವ,6,3
ಕೇಸುರಿ, ಕೆಂಪಾದ ಜ್ವಾಲೆ., ಶಲ್ಯ ಪರ್ವ,2,6
ಕೇಳಿದು, ಕೇಳಿದ ನಂತರ, ವಿರಾಟ ಪರ್ವ,4,43
ಕೇಳೀ, ಕ್ರೀಡಾ, ಆದಿ ಪರ್ವ,9,24
ಕೈ, ಕಣ್ಣುಗಳ ಚಲನೆಯಲ್ಲಿ., ಗದಾ ಪರ್ವ,8,63
ಕೈ ತಪ್ಪು, ನುಣುಚಿಕೊಳ್ಳು ಹೊಗಿಸೊ, ದ್ರೋಣ ಪರ್ವ,2,32
ಕೈ ದುಡುಕು, ಕೈ ಹಾಕು, ವಿರಾಟ ಪರ್ವ,6,36
ಕೈಕಾಲು ಮೆಟ್ಟಿನ ತೋಟಿ, ಯುದ್ಧಕ್ಕೆ ನಿಲ್ಲುವಂತಹ ಸ್ಪರ್ಧೆ, ವಿರಾಟ ಪರ್ವ,4,5
ಕೈಕೊ, ಕೈಗೊಳ್ಳು, ಭೀಷ್ಮ ಪರ್ವ,3,92
ಕೈಕೊಂಬನೇ, ಲಕ್ಷಿಸುವನೇ, ಭೀಷ್ಮ ಪರ್ವ,1,59
ಕೈಕೊಳ್, ಲೆಕ್ಕಿಸು, ಆದಿ ಪರ್ವ,7,52
ಕೈಕೊಳಲುಬೇಕು, ಸ್ವಾಧೀನ ಪಡಿಸಿಕೊಳ್ಳಬೇಕು, ಭೀಷ್ಮ ಪರ್ವ,3,39
ಕೈಕೊಳಿಸು, ಸೇರಿಸು , ಗದಾ ಪರ್ವ,12,23
ಕೈಕೊಳಿಸು, ಹಸ್ತಾಂತರಿಸು, ಗದಾ ಪರ್ವ,9,2
ಕೈಕೊಳಿಸು, ಕೈಗೆತ್ತಿಕೊ., ಗದಾ ಪರ್ವ,9,24
ಕೈಕೊಳ್ಳರು, ಲೆಕ್ಕಿಸರು, ಭೀಷ್ಮ ಪರ್ವ,3,21
ಕೈಗಟ್ಟು, ಸಂಭವಿಸು, ಆದಿ ಪರ್ವ,8,6
ಕೈಗಟ್ಟು, ಆರಂಭವಾಗು, ವಿರಾಟ ಪರ್ವ,6,62
ಕೈಗಳ ಹೊಯ್ದು, ಚಪ್ಪಾಳೆ ಹೊಡೆದು., ದ್ರೋಣ ಪರ್ವ,4,32
Àಕೃತಾಂಜಲಿ-ಹಸ್ತವಿನ್ಯಾಸ ಮಾಡಿರುವ,  ಕೈಗಳನ್ನು ಬೋಗಸೆಮಾಡಿರುವ (ಈ ಸಂದರ್ಭದಲ್ಲಿ - ಕೈಗಳನ್ನು ಮುಗಿದಿರುವ) ಕೈಗಳನ್ನು ಬೋಗಸೆಮಾಡಿರುವ (ಈ ಸಂದರ್ಭದಲ್ಲಿ, ಗದಾ ಪರ್ವ,6,2, , , B6C9BCD8B7A2D0B6E7B82DECB6EBD8B6E8B8DCE3B7EBB600E2B7D5B8E5BAE8B62C00C9BFCBB6EDB6DCDCBA00E0C2CBB6EBBDE2B7D5B8E5BAE8B60028A700EBB6A2DAB6E5E1B6DAB6E7E7B8002D00C9BFCBB6EDB6DCDCBA00E2BACBB8DAB8E5BAE8B62900C9BFCBB6EDB6DCDCBA00E0C2CBB6EBBDE2B7D5B8E5BAE8B60028A70, , , , , , , , , , 
ಕೈಗಾವುದೈ, ರಕ್ಷಿಸಬೇಕು, ಭೀಷ್ಮ ಪರ್ವ,3,75
ಕೈಗುಂದಿದರು, ಕೈಸೋತರು, ಭೀಷ್ಮ ಪರ್ವ,9,22
ಕೈಗುಣ, ಕೈ ಚಳಕ, ದ್ರೋಣ ಪರ್ವ,5,45
ಕೈಗುತ್ತು, ಬಾಯೊಳಗೆ ಕೈಚಾಚು, ಭೀಷ್ಮ ಪರ್ವ,4,84
ಕೈಗೂಡು, ಸಾಧ್ಯವಾಗು., ಗದಾ ಪರ್ವ,7,31
ಕೈಗೈ, ಸಹಾಯಮಾಡು, ಕರ್ಣ ಪರ್ವ,21,21
ಕೈಗೈದು, ಅಲಂಕರಿಸಿ , ವಿರಾಟ ಪರ್ವ,10,46
ಕೈಗೊಟ್ಟು, (ಕೈ+ಕೊಟ್ಟು) ಕೈಹಿಡಿದು, ಗದಾ ಪರ್ವ,12,4
ಕೈಗೊಪ್ಪೆ, ಕೈಚೀಲಗಳಿಂದ ಮಾಡಿದ ಕೊಪ್ಪೆ, ಅರಣ್ಯ ಪರ್ವ,9,24
ಕೈಚಳಕ, ಹಸ್ತ ಕೌಶಲ, ಆದಿ ಪರ್ವ,7,41
ಕೈತಪ್ಪ ಮಾಡಿಸೆನು, ನನ್ನ ಕೈಯಿಂದ ತಪ್ಪಿಸಿಕೊಳ್ಳಲಾರಿರಿ, ಭೀಷ್ಮ ಪರ್ವ,9,17
ಕೈತಪ್ಪು, ಮಾಡಬಾರದ ಕೆಲಸ  ಧರ್ಮ ತತ್ವನಿಧಾನ, ಭೀಷ್ಮ ಪರ್ವ,10,20
ಕೈತೂಕ, ಬಲ, ಕರ್ಣ ಪರ್ವ,24,26
ಕೈತೊಳಸು, ಮುಷ್ಟಿಯುದ್ಧ, ಕರ್ಣ ಪರ್ವ,12,28
ಕೈದಂಡಿಗೆ, ಕೈಯಿಂದ ಎತ್ತಿ ಸಾಗುವ ಮೇನೆ, ವಿರಾಟ ಪರ್ವ,10,68
ಕೈದಂಡೆ, ಕೈಕೋಲು, ಭೀಷ್ಮ ಪರ್ವ,4,35
ಕೈದಟ್ಟಿ, ಕೈತಟ್ಟುತ್ತಾ, ಭೀಷ್ಮ ಪರ್ವ,3, 
ಕೈದಿರೆ, ಕೈತಮಟೆ (ದಪ್ಪು?), ಭೀಷ್ಮ ಪರ್ವ,5,35
ಕೈದೀವಿಗೆ, ಕೈದೀಪ, ಆದಿ ಪರ್ವ,7,26
ಕೈದು, ಶಸ್ತ್ರಾಸ್ತ್ರ, ವಿರಾಟ ಪರ್ವ,1,13
ಕೈದು, ಆಯುಧ (ಇಲ್ಲಿ ಗದೆ) ತುಡುಕು, ಗದಾ ಪರ್ವ,7,15
ಕೈದು, ಆಯುಧ (ಕೈಯ+ಅದು) ಗೂಡು, ಗದಾ ಪರ್ವ,5,21
ಕೈದುಕಾತಿಯರು, ಆಯುಧಗಳನ್ನು ಹಿಡಿದವರು, ಶಲ್ಯ ಪರ್ವ,3,53
ಕೈದುಕಾರ, ಆಯುಧವನ್ನು ಹಿಡಿದಿರುವವ , ಶಲ್ಯ ಪರ್ವ,1,23
ಕೈದುಕಾರ, ಕೈದುಕಾರರ ಗುರು, ದ್ರೋಣ ಪರ್ವ,1,3
ಕೈದುಗಳ ಬಿಸುಟು, ಶಸ್ತ್ರ ತ್ಯಾಗಮಾಡಿ, ಭೀಷ್ಮ ಪರ್ವ,7,26
ಕೈದುಗಾರತನ, ಆಯುಧ ಪ್ರಯೋಗ ಕೌಶಲ, ವಿರಾಟ ಪರ್ವ,5,33
ಕೈದುಗಾರರು, ಆಯುಧಪಾಣಿಗಳು, ಆದಿ ಪರ್ವ,7,35
ಕೈದುಡುಕು, ಕೈಯಲ್ಲಿ ಮುಟ್ಟು, ವಿರಾಟ ಪರ್ವ,3,74
ಕೈದೆಗೆಯೆ, ಶೌರ್ಯವನ್ನು ತೋರಲಾಗದೆ, ದ್ರೋಣ ಪರ್ವ,4,32
ಕೈದೊಟ್ಟಿಲು, ಕೈಯೇ ತೊಟ್ಟಿಲು, ಸಭಾ ಪರ್ವ,2,46
ಕೈದೊಳಸಾಯ್ತು, ಕೈಗೆ ಸಿಕ್ಕಿ ಎಳೆದಾಡಲ್ಪಟ್ಟಿತು, ಸಭಾ ಪರ್ವ,14,28
ಕೈದೊಳಸು, ಮುಷ್ಟಿಯುದ್ಧ, ಆದಿ ಪರ್ವ,7,58
ಕೈದೊಳಸು, ಜಗಳದ ವಿಷಯ, ಗದಾ ಪರ್ವ,7,33
ಕೈದೋರು, ಸಾಹಸತೋರು, ಭೀಷ್ಮ ಪರ್ವ,1,7
ಕೈದೋರು, ಪರಾಕ್ರಮ ತೋರು, ಭೀಷ್ಮ ಪರ್ವ,1,7
ಕೈದೋರು, ಕಾಣಿಸಿಕೊ, ವಿರಾಟ ಪರ್ವ,8,32
ಕೈನೆ, ಕ್ಷುದ್ರ ಹೆಂಗಸು, ಅರಣ್ಯ ಪರ್ವ,1,26
ಕೈಪರೆಗುಟ್ಟು, ಕೈಚಪ್ಪಾಳೆಯಿಕ್ಕು, ಭೀಷ್ಮ ಪರ್ವ,5,32
ಕೈಬಂದಿಗೆ, ಕೈಪಿಡಿ, ಭೀಷ್ಮ ಪರ್ವ,4,30
ಕೈಬೀಸು, ಅಪ್ಪಣೆ ಕೊಡು, ಭೀಷ್ಮ ಪರ್ವ,4,93
ಕೈಮನ, ದೈಹಿಕ ಮತ್ತು ಮಾನಸಿಕ, ಭೀಷ್ಮ ಪರ್ವ,3, 
ಕೈಮನದ ಕಡುಹು, ದೈಹಿಕ ಮತ್ತು ಮಾನಸಿಕ ಸಾಮಥ್ರ್ಯ, ಭೀಷ್ಮ ಪರ್ವ,3,5
ಕೈಮರೆ, ಬೆರಗಾಗು, ಆದಿ ಪರ್ವ,20,41
ಕೈಮರೆ, ವಿಸ್ಮಯ , ಗದಾ ಪರ್ವ,1,34, , , (ಕೈಮರೇ ವಿಸ್ಮಯೇ, C9BFE2B6E5BD, , , , , , , , , 
ಕೈಮರೆ, ಕೈನೀಡಿ ಅಡ್ಡಿಪಡಿಸು, ಕರ್ಣ ಪರ್ವ,3,11
ಕೈಮರೆದರು, ವಿಸ್ಮಯಗೊಂಡರು.  ಸುಗಿದ, ಭೀಷ್ಮ ಪರ್ವ,7,7
ಕೈಮರೆದು, ಶಕ್ತಿಗುಂದಿ, ಭೀಷ್ಮ ಪರ್ವ,9,39
ಕೈಮಸಕ, ಕೈಮದ್ದು, ಕರ್ಣ ಪರ್ವ,1,8
ಕೈಮಾಟ, ಕೈಹಾಕುವುದು, ವಿರಾಟ ಪರ್ವ,2,44
ಕೈಮಾಡಿ, ಯುದ್ಧ ಮಾಡಿ, ದ್ರೋಣ ಪರ್ವ,4,5
ಕೈಮಾಡಿ, ಹೋರಾಡಿ, ಭೀಷ್ಮ ಪರ್ವ,9,18
ಕೈಮಾಡಿ ಕಡಿವಡೆಯೆ, ಹೋರಾಡಿ ಸಾಯಿಸಲು, ಭೀಷ್ಮ ಪರ್ವ,6,4
ಕೈಮಾಡಿದರು, ಹೋರಾಡಿದರು, ಭೀಷ್ಮ ಪರ್ವ,9,20
ಕೈಮಿಗು, ಸಿಗದೆ ತಪ್ಪಿಸಿಕೊ, ವಿರಾಟ ಪರ್ವ,10,69
ಕೈಮಿಗು, ಅತಿಶಯವಾಗು, ವಿರಾಟ ಪರ್ವ,3,107
ಕೈಮಿರಲರಿಯದೆ, ಮೇರೆ ಮೀರಿ ಭಿಮನ ಸೇನೆಯನ್ನು ಎದುರಿಸಲಾರದೆ, ಸಭಾ ಪರ್ವ,4,8
ಕೈಮೀರಿ, ಸಾಮಥ್ರ್ಯಮೀರಿ, ಭೀಷ್ಮ ಪರ್ವ,8,29
ಕೈಮುದ್ದೆ, ಕೈತುತ್ತು, ಕರ್ಣ ಪರ್ವ,3,5
ಕೈಮೆ, ಉದ್ಯೋಗ, ವಿರಾಟ ಪರ್ವ,5,29
ಕೈಮೆ, ಕರ ಚಳಕ, ಕರ್ಣ ಪರ್ವ,23,10
ಕೈಮೆ, ಕೆಲಸ , ಗದಾ ಪರ್ವ,7,26, , , C9BFE2BD, , , , , , , , , , 
ಕೈಮೆ, ಕೈಚಳಕ, ವಿರಾಟ ಪರ್ವ,8,63
ಕೈಮೇಳವಿಸು, ಜೊತೆಯಾಗು, ಗದಾ ಪರ್ವ,7,1
ಕೈಮೇಳವಿಸು, ಕೈಗೂಡಿಸು, ಕರ್ಣ ಪರ್ವ,1,11
ಕೈಯ್, ವೃತ್ತಿಪರಿಣತಿ, ವಿರಾಟ ಪರ್ವ,5,41
ಕೈಯಳವ, ಬಾಣ ಪ್ರಯೋಗದ ಕೈ ಸಾಹಸ, ಭೀಷ್ಮ ಪರ್ವ,9,30
ಕೈಯಾರೆ, ಸ್ವತಃ, ಗದಾ ಪರ್ವ,13,13
ಕೈಯಿಕ್ಕಿದನು, ಕೈಮಾಡಿದನು., ಭೀಷ್ಮ ಪರ್ವ,9,30
ಕೈಯಿಕ್ಕು, ಕೈಹಾಕು , ಗದಾ ಪರ್ವ,3,31
ಕೈಯೆಡೆ, ಕೈಗೊಪ್ಪಿಸಿದುದು , ಆದಿ ಪರ್ವ,5,23
ಕೈಯೊಡನೆ, ಈ ಕೂಡಲೇ, ವಿರಾಟ ಪರ್ವ,2,18
ಕೈಯೊಡನೆ, ತತ್‍ಕ್ಷಣ, ವಿರಾಟ ಪರ್ವ,9,39
ಕೈಯ್ಯಿಕ್ಕು, ಪ್ರಾರಂಭಿಸು, ಗದಾ ಪರ್ವ,6,34
ಕೈರವ, ನೈದಿಲೆ, ವಿರಾಟ ಪರ್ವ,1,24
ಕೈರವ, ಬಿಳಿಯ ನೈದಿಲೆ ಹೂ, ದ್ರೋಣ ಪರ್ವ,17,16
ಕೈರವ, ಬಿಳಿಕಮಲ, ಕರ್ಣ ಪರ್ವ,8,15
ಕೈರಾಟಣ, ಸಣ್ಣರಾಟೆ, ಆದಿ ಪರ್ವ,12,17
ಕೈರಾಟಳ, ಕೈರಾಟೆ, ಭೀಷ್ಮ ಪರ್ವ,5,30
ಕೈರಾತ, ಬೇಟೆಗಾರರಿಗೆ ಸಂಬಂಧಿಸಿದ, ಅರಣ್ಯ ಪರ್ವ,5,38
ಕೈಲಾಗನು, ಕೈಚಳಕವನ್ನು, ಭೀಷ್ಮ ಪರ್ವ,4,2
ಕೈಲಾಗು, ಹಸ್ತ ಕೌಶಲ, ದ್ರೋಣ ಪರ್ವ,15,65
ಕೈಲಾಗು, ಕೈಚಳಕ, ಕರ್ಣ ಪರ್ವ,14,25
ಕೈವರ್ತಿಸಿತು, ಕೈವಶವಾಯಿತು , ಭೀಷ್ಮ ಪರ್ವ,5,29
ಕೈವರ್ತಿಸು, ವಶವಾಗು, ಶಲ್ಯ ಪರ್ವ,3,12
ಕೈವರ್ತಿಸು, ಒಪ್ಪಿಸು, ಶಲ್ಯ ಪರ್ವ,3,59
ಕೈವರ್ತಿಸು, ಒಪ್ಪಿಸು, ಕರ್ಣ ಪರ್ವ,27,28
ಕೈವರ್ತಿಸು, ಕೈ ಚಳಕ ತೋರಿಸು, ಕರ್ಣ ಪರ್ವ,26,5
ಕೈವರ್ತಿಸು, ಕೈಸೇರು, ಗದಾ ಪರ್ವ,8,10
ಕೈವರ್ತಿಸು, ಕೈವಶವಾಗು., ಕರ್ಣ ಪರ್ವ,6,11
ಕೈವಲ್ಯ, ಮುಕ್ತಿ, ಉದ್ಯೋಗ ಪರ್ವ,9,75
ಕೈವಳಿಸಿ, ವಶಪಡಿಸಿಕೊಂಡು ? ಅಲ್ಲಿ ಅರ್ಜುನನು ಲಲಿತ, ಸಭಾ ಪರ್ವ,3,45
ಕೈವಳಿಸು, ಕೈಯಿಂದ ಬಳಸು, ಕರ್ಣ ಪರ್ವ,13,14
ಕೈವಾರ, ಸ್ತುತಿ, ವಿರಾಟ ಪರ್ವ,8,25
ಕೈವಾರ, ಆಯುಧ , ವಿರಾಟ ಪರ್ವ,8,45
ಕೈವಾರ/ಕೈವಾರಿ, ಹೊಗಳುವವ, ಉದ್ಯೋಗ ಪರ್ವ,5,16
ಕೈವಾರಿ, ಸ್ತುತಿಪಾಠಕ, ಸಭಾ ಪರ್ವ,12,101
ಕೈವಾರಿ, ವಂದಿ ಮಾಗಧ, ಭೀಷ್ಮ ಪರ್ವ,4,61
ಕೈವಾರಿಸಲು, ಹೊಗಳಲು., ಉದ್ಯೋಗ ಪರ್ವ,9,53
ಕೈವಿಡಿ, ಕೈಪಿಡಿ , ಶಲ್ಯ ಪರ್ವ,1,17
ಕೈವೀಸಿ, ಸನ್ನೆ ಮಾಡಿ, ಭೀಷ್ಮ ಪರ್ವ,6,13
ಕೈಸಾರ್ದುದು, ಕೈಗೆ ಬಂದುದು, ಗದಾ ಪರ್ವ,8,10
ಕೈಸುರಗಿ, ಕೈಕತ್ತಿ, ಭೀಷ್ಮ ಪರ್ವ,4,65
ಕೈಸೂರೆಗಾರರ, ಕೊಳ್ಳೆಗಾರರು, ಭೀಷ್ಮ ಪರ್ವ,5,23
ಕೈಸೂರೆಗೊಟ್ಟರು, ಕೈವಶವಾಗಲು ಅವಕಾಶ ಮಾಡಿಕೊಟ್ಟರು, ಭೀಷ್ಮ ಪರ್ವ,9,27
ಕೈಸೂರೆಗೊಳ್, ಕೊಳ್ಳೆ ಹೊಡೆಯುವುದು, ಆದಿ ಪರ್ವ,8,19
ಕೈಸೆರೆ, ಬಂಧನ, ಆದಿ ಪರ್ವ,11,25
ಕೈಸೆರೆಹೋಯ್ತು, ಶತ್ರುಗಳ ಪಾಲಾಯಿತು. ಹೊದರೊಡೆದು, ಭೀಷ್ಮ ಪರ್ವ,10,13
ಕೊಂಕ, ಕೊಂಕಣದೇಶ, ಭೀಷ್ಮ ಪರ್ವ,4,72
ಕೊಂಕಿದನೆ, ಪಕ್ಕಕ್ಕೆ ಸರಿದನೆ ? ತೋಡು, ದ್ರೋಣ ಪರ್ವ,6,13
ಕೊಂಕು, ಬಾಗು, ವಿರಾಟ ಪರ್ವ,5,33
ಕೊಂಡ, ಬೆಂಕಿಯನ್ನು ಉರಿಸುವ ಗುಂಡಿ , ಗದಾ ಪರ್ವ,9,18
ಕೊಂಡ, ಅಗ್ನಿಕುಂಡ, ಗದಾ ಪರ್ವ,11,60
ಕೊಂಡ, ಹೊಂಡ, ಗದಾ ಪರ್ವ,5,18
ಕೊಂಡಿ, ಕೊಕ್ಕೆ, ಆದಿ ಪರ್ವ,11,33
ಕೊಂಡು ಕೊನರು, ಸ್ವೀಕರಿಸಿ ಉಬ್ಬು, ವಿರಾಟ ಪರ್ವ,3,52
ಕೊಂಡುಕೊನರು, ಮೆಚ್ಚಿ ಹೊಗಳು  ಪಾತಕ, ಗದಾ ಪರ್ವ,7,45
ಕೊಂಡೆಯ, ಚಾಡಿ, ಸಭಾ ಪರ್ವ,16,22
ಕೊಂಡೆಯ, ಚಾಡಿಮಾತು, ಭೀಷ್ಮ ಪರ್ವ,1,3
ಕೊಂಡೆಯತನ, ದರ್ಪ, ಆದಿ ಪರ್ವ,15,25
ಕೊಂಡೆಯರು, ಚಾಡಿಕೋರರು, ವಿರಾಟ ಪರ್ವ,1,3
ಕೊಂತ, ಬರ್ಚಿ, ದ್ರೋಣ ಪರ್ವ,12,9
ಕೊಂದುಕೂಗು, ಕೊಂದು ಅಟ್ಟಹಾಸಮಾಡು, ಗದಾ ಪರ್ವ,10,26
ಕೊಂಬು, ಚಿಕ್ಕ ಕಹಳೆ, ಭೀಷ್ಮ ಪರ್ವ,6,9
ಕೊಂಬು, ಒಂದು ಊದುವ ವಾದ್ಯ, ವಿರಾಟ ಪರ್ವ,4,38
ಕೊಟಾರ, ಉಗ್ರಾಣ, ಸಭಾ ಪರ್ವ,16,71
ಕೊಟ್ಟುಗ, ತಲೆಯ ಮೇಲೆ ಜುಟ್ಟುಳ್ಳಪಕ್ಷಿ, ಆದಿ ಪರ್ವ,20,53
ಕೊಡತಿ, ಕೊರಳ ಕೋಲು, ದ್ರೋಣ ಪರ್ವ,3,3
ಕೊಡಹಿ, ಕಿತ್ತೆಸೆಯುತ್ತಾ, ಭೀಷ್ಮ ಪರ್ವ,4,85
ಕೊಡಹು, ಕೆಡವು, ಆದಿ ಪರ್ವ,10,37
